image_name,fen,view
game4_frame_007992_black_middle.png,1r1q1rk1/p3ppbp/6p1/4P3/3nQ3/8/PP1B1PPP/RN2R1K1,black pieces closer to the camera
game4_frame_007992_white_middle.png,1r1q1rk1/p3ppbp/6p1/4P3/3nQ3/8/PP1B1PPP/RN2R1K1,white pieces closer to the camera
game4_frame_008820_black_middle.png,1r1q1rk1/p3ppbp/6p1/4P3/3nQ3/2B5/PP3PPP/RN2R1K1,black pieces closer to the camera
game4_frame_008820_white_middle.png,1r1q1rk1/p3ppbp/6p1/4P3/3nQ3/2B5/PP3PPP/RN2R1K1,white pieces closer to the camera
game4_frame_008896_black_middle.png,1r1q1rk1/p3ppbp/4n1p1/4P3/4Q3/2B5/PP3PPP/RN2R1K1,black pieces closer to the camera
game4_frame_008896_white_middle.png,1r1q1rk1/p3ppbp/4n1p1/4P3/4Q3/2B5/PP3PPP/RN2R1K1,white pieces closer to the camera
game4_frame_009148_black_middle.png,1r1q1rk1/p3ppbp/4n1p1/4P3/4Q3/2B5/PP1N1PPP/R3R1K1,black pieces closer to the camera
game4_frame_009148_white_middle.png,1r1q1rk1/p3ppbp/4n1p1/4P3/4Q3/2B5/PP1N1PPP/R3R1K1,white pieces closer to the camera
game4_frame_009404_black_middle.png,1r1q1rk1/p3ppbp/6p1/2n1P3/4Q3/2B5/PP1N1PPP/R3R1K1,black pieces closer to the camera
game4_frame_009404_white_middle.png,1r1q1rk1/p3ppbp/6p1/2n1P3/4Q3/2B5/PP1N1PPP/R3R1K1,white pieces closer to the camera
game4_frame_010588_black_middle.png,1r1q1rk1/p3ppbp/6p1/2n1P3/3Q4/2B5/PP1N1PPP/R3R1K1,black pieces closer to the camera
game4_frame_010588_white_middle.png,1r1q1rk1/p3ppbp/6p1/2n1P3/3Q4/2B5/PP1N1PPP/R3R1K1,white pieces closer to the camera
game4_frame_011104_black_middle.png,1r1q1rk1/p3ppbp/6p1/4P3/3Q4/2Bn4/PP1N1PPP/R3R1K1,black pieces closer to the camera
game4_frame_011104_white_middle.png,1r1q1rk1/p3ppbp/6p1/4P3/3Q4/2Bn4/PP1N1PPP/R3R1K1,white pieces closer to the camera
game4_frame_011668_black_middle.png,1r1q1rk1/p3ppbp/6p1/4P3/3Q4/2BnR3/PP1N1PPP/R5K1,black pieces closer to the camera
game4_frame_011668_white_middle.png,1r1q1rk1/p3ppbp/6p1/4P3/3Q4/2BnR3/PP1N1PPP/R5K1,white pieces closer to the camera
game4_frame_012284_black_middle.png,1r3rk1/p3ppbp/6p1/4P3/3q4/2BnR3/PP1N1PPP/R5K1,black pieces closer to the camera
game4_frame_012284_white_middle.png,1r3rk1/p3ppbp/6p1/4P3/3q4/2BnR3/PP1N1PPP/R5K1,white pieces closer to the camera
game4_frame_012316_black_middle.png,1r3rk1/p3ppbp/6p1/4P3/3B4/3nR3/PP1N1PPP/R5K1,black pieces closer to the camera
game4_frame_012316_white_middle.png,1r3rk1/p3ppbp/6p1/4P3/3B4/3nR3/PP1N1PPP/R5K1,white pieces closer to the camera
game4_frame_012444_black_middle.png,1r3rk1/p3ppbp/6p1/4P3/3B4/4R3/Pn1N1PPP/R5K1,black pieces closer to the camera
game4_frame_012444_white_middle.png,1r3rk1/p3ppbp/6p1/4P3/3B4/4R3/Pn1N1PPP/R5K1,white pieces closer to the camera
game4_frame_012880_black_middle.png,1r3rk1/p3ppbp/6p1/4P3/2nB4/4R3/P2N1PPP/1R4K1,black pieces closer to the camera
game4_frame_012880_white_middle.png,1r3rk1/p3ppbp/6p1/4P3/2nB4/4R3/P2N1PPP/1R4K1,white pieces closer to the camera
game4_frame_013192_black_middle.png,1R3rk1/p3ppbp/6p1/4P3/2nB4/4R3/P2N1PPP/6K1,black pieces closer to the camera
game4_frame_013192_white_middle.png,1R3rk1/p3ppbp/6p1/4P3/2nB4/4R3/P2N1PPP/6K1,white pieces closer to the camera
game4_frame_013316_black_middle.png,1r4k1/p3ppbp/6p1/4P3/2nB4/4R3/P2N1PPP/6K1,black pieces closer to the camera
game4_frame_013316_white_middle.png,1r4k1/p3ppbp/6p1/4P3/2nB4/4R3/P2N1PPP/6K1,white pieces closer to the camera
game4_frame_013352_black_middle.png,1r4k1/p3ppbp/6p1/4P3/2nB4/1R6/P2N1PPP/6K1,black pieces closer to the camera
game4_frame_013352_white_middle.png,1r4k1/p3ppbp/6p1/4P3/2nB4/1R6/P2N1PPP/6K1,white pieces closer to the camera
game4_frame_014060_black_middle.png,3r2k1/p3ppbp/6p1/4P3/2nB4/1R6/P2N1PPP/6K1,black pieces closer to the camera
game4_frame_014060_white_middle.png,3r2k1/p3ppbp/6p1/4P3/2nB4/1R6/P2N1PPP/6K1,white pieces closer to the camera
game4_frame_014428_black_middle.png,6k1/p3ppbp/6p1/4P3/2Nr4/1R6/P4PPP/6K1,black pieces closer to the camera
game4_frame_014428_white_middle.png,6k1/p3ppbp/6p1/4P3/2Nr4/1R6/P4PPP/6K1,white pieces closer to the camera
game4_frame_014464_black_middle.png,1R4k1/p3ppbp/6p1/4P3/2Nr4/8/P4PPP/6K1,black pieces closer to the camera
game4_frame_014464_white_middle.png,1R4k1/p3ppbp/6p1/4P3/2Nr4/8/P4PPP/6K1,white pieces closer to the camera
game4_frame_014504_black_middle.png,1R3bk1/p3pp1p/6p1/4P3/3r4/4N3/P4PPP/6K1,black pieces closer to the camera
game4_frame_014504_white_middle.png,1R3bk1/p3pp1p/6p1/4P3/3r4/4N3/P4PPP/6K1,white pieces closer to the camera
game4_frame_015216_black_middle.png,1R3bk1/p3pp1p/6p1/4P3/r7/4N3/P4PPP/6K1,black pieces closer to the camera
game4_frame_015216_white_middle.png,1R3bk1/p3pp1p/6p1/4P3/r7/4N3/P4PPP/6K1,white pieces closer to the camera
game4_frame_015864_black_middle.png,1R3bk1/p3pp1p/6p1/4P3/r7/4N1P1/P4P1P/6K1,black pieces closer to the camera
game4_frame_015864_white_middle.png,1R3bk1/p3pp1p/6p1/4P3/r7/4N1P1/P4P1P/6K1,white pieces closer to the camera
game4_frame_015972_black_middle.png,1R3bk1/p3pp1p/6p1/3NP3/8/6P1/r4P1P/6K1,black pieces closer to the camera
game4_frame_015972_white_middle.png,1R3bk1/p3pp1p/6p1/3NP3/8/6P1/r4P1P/6K1,white pieces closer to the camera
game4_frame_016136_black_middle.png,1R3b2/p3ppkp/6p1/3NP3/8/6P1/r4P1P/6K1,black pieces closer to the camera
game4_frame_016136_white_middle.png,1R3b2/p3ppkp/6p1/3NP3/8/6P1/r4P1P/6K1,white pieces closer to the camera
game4_frame_016232_black_middle.png,5b2/pR2ppkp/6p1/3NP3/8/6P1/r4P1P/6K1,black pieces closer to the camera
game4_frame_016232_white_middle.png,5b2/pR2ppkp/6p1/3NP3/8/6P1/r4P1P/6K1,white pieces closer to the camera
game4_frame_018052_black_middle.png,5b2/pR2ppkp/6p1/r2NP3/8/6P1/5P1P/6K1,black pieces closer to the camera
game4_frame_018052_white_middle.png,5b2/pR2ppkp/6p1/r2NP3/8/6P1/5P1P/6K1,white pieces closer to the camera
game4_frame_018432_black_middle.png,5b2/pR2Npkp/6p1/4r3/8/6P1/5P1P/6K1,black pieces closer to the camera
game4_frame_018432_white_middle.png,5b2/pR2Npkp/6p1/4r3/8/6P1/5P1P/6K1,white pieces closer to the camera
game4_frame_018844_black_middle.png,5b2/pR3pkp/2N3p1/4r3/8/6P1/5P1P/6K1,black pieces closer to the camera
game4_frame_018844_white_middle.png,5b2/pR3pkp/2N3p1/4r3/8/6P1/5P1P/6K1,white pieces closer to the camera
game4_frame_019128_black_middle.png,5b2/pR3pkp/2N3p1/8/8/6P1/4rP1P/6K1,black pieces closer to the camera
game4_frame_019128_white_middle.png,5b2/pR3pkp/2N3p1/8/8/6P1/4rP1P/6K1,white pieces closer to the camera
game4_frame_019488_black_middle.png,5b2/pR3pkp/2N3p1/8/8/6P1/4rP1P/5K2,black pieces closer to the camera
game4_frame_019488_white_middle.png,5b2/pR3pkp/2N3p1/8/8/6P1/4rP1P/5K2,white pieces closer to the camera
game4_frame_019684_black_middle.png,5b2/pR3pkp/2N3p1/8/8/6P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_019684_white_middle.png,5b2/pR3pkp/2N3p1/8/8/6P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_020140_black_middle.png,3N1b2/pR3pkp/6p1/8/8/6P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_020140_white_middle.png,3N1b2/pR3pkp/6p1/8/8/6P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_022252_black_middle.png,3N1b2/1R3pkp/6p1/p7/8/6P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_022252_white_middle.png,3N1b2/1R3pkp/6p1/p7/8/6P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_023452_black_middle.png,3N1b2/5Rkp/6p1/p7/8/6P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_023452_white_middle.png,3N1b2/5Rkp/6p1/p7/8/6P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_023508_black_middle.png,3N1bk1/5R1p/6p1/p7/8/6P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_023508_white_middle.png,3N1bk1/5R1p/6p1/p7/8/6P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_023540_black_middle.png,3N1bk1/7p/6p1/p7/5R2/6P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_023540_white_middle.png,3N1bk1/7p/6p1/p7/5R2/6P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_024180_black_middle.png,3N2k1/7p/3b2p1/p7/5R2/6P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_024180_white_middle.png,3N2k1/7p/3b2p1/p7/5R2/6P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_024552_black_middle.png,3N2k1/7p/3b2p1/p7/4R3/6P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_024552_white_middle.png,3N2k1/7p/3b2p1/p7/4R3/6P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_024584_black_middle.png,3N2k1/7p/6p1/p1b5/4R3/6P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_024584_white_middle.png,3N2k1/7p/6p1/p1b5/4R3/6P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_025436_black_middle.png,3N2k1/7p/6p1/p1b5/5R2/6P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_025436_white_middle.png,3N2k1/7p/6p1/p1b5/5R2/6P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_026828_black_middle.png,3N2k1/8/6p1/p1b4p/5R2/6P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_026828_white_middle.png,3N2k1/8/6p1/p1b4p/5R2/6P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_027056_black_middle.png,6k1/8/4N1p1/p1b4p/5R2/6P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_027056_white_middle.png,6k1/8/4N1p1/p1b4p/5R2/6P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_027112_black_middle.png,6k1/8/3bN1p1/p6p/5R2/6P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_027112_white_middle.png,6k1/8/3bN1p1/p6p/5R2/6P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_027984_black_middle.png,6k1/8/4N1p1/p3b2p/3R4/6P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_027984_white_middle.png,6k1/8/4N1p1/p3b2p/3R4/6P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_028124_black_middle.png,6k1/8/4N1p1/p2Rb2p/8/6P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_028124_white_middle.png,6k1/8/4N1p1/p2Rb2p/8/6P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_028412_black_middle.png,6k1/8/4N1p1/p2R3p/8/2b3P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_028412_white_middle.png,6k1/8/4N1p1/p2R3p/8/2b3P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_029056_black_middle.png,6k1/8/6p1/p2R3p/5N2/2b3P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_029056_white_middle.png,6k1/8/6p1/p2R3p/5N2/2b3P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_029184_black_middle.png,6k1/8/6p1/3R3p/p4N2/2b3P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_029184_white_middle.png,6k1/8/6p1/3R3p/p4N2/2b3P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_029464_black_middle.png,3R2k1/8/6p1/7p/p4N2/2b3P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_029464_white_middle.png,3R2k1/8/6p1/7p/p4N2/2b3P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_029500_black_middle.png,3R4/5k2/6p1/7p/p4N2/2b3P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_029500_white_middle.png,3R4/5k2/6p1/7p/p4N2/2b3P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_029564_black_middle.png,R7/5k2/6p1/7p/p4N2/2b3P1/2r2P1P/5K2,black pieces closer to the camera
game4_frame_029564_white_middle.png,R7/5k2/6p1/7p/p4N2/2b3P1/2r2P1P/5K2,white pieces closer to the camera
game4_frame_030000_black_middle.png,R7/5k2/6p1/7p/p4N2/2b3P1/r4P1P/5K2,black pieces closer to the camera
game4_frame_030000_white_middle.png,R7/5k2/6p1/7p/p4N2/2b3P1/r4P1P/5K2,white pieces closer to the camera
game4_frame_030060_black_middle.png,8/R4k2/6p1/7p/p4N2/2b3P1/r4P1P/5K2,black pieces closer to the camera
game4_frame_030060_white_middle.png,8/R4k2/6p1/7p/p4N2/2b3P1/r4P1P/5K2,white pieces closer to the camera
game4_frame_030232_black_middle.png,6k1/R7/6p1/7p/p4N2/2b3P1/r4P1P/5K2,black pieces closer to the camera
game4_frame_030232_white_middle.png,6k1/R7/6p1/7p/p4N2/2b3P1/r4P1P/5K2,white pieces closer to the camera
game4_frame_030952_black_middle.png,R5k1/8/6p1/7p/p4N2/2b3P1/r4P1P/5K2,black pieces closer to the camera
game4_frame_030952_white_middle.png,R5k1/8/6p1/7p/p4N2/2b3P1/r4P1P/5K2,white pieces closer to the camera
game4_frame_031008_black_middle.png,R7/7k/6p1/7p/p4N2/2b3P1/r4P1P/5K2,black pieces closer to the camera
game4_frame_031008_white_middle.png,R7/7k/6p1/7p/p4N2/2b3P1/r4P1P/5K2,white pieces closer to the camera
game4_frame_031332_black_middle.png,8/R6k/6p1/7p/p4N2/2b3P1/r4P1P/5K2,black pieces closer to the camera
game4_frame_031332_white_middle.png,8/R6k/6p1/7p/p4N2/2b3P1/r4P1P/5K2,white pieces closer to the camera
game4_frame_031432_black_middle.png,8/R7/6pk/7p/p4N2/2b3P1/r4P1P/5K2,black pieces closer to the camera
game4_frame_031432_white_middle.png,8/R7/6pk/7p/p4N2/2b3P1/r4P1P/5K2,white pieces closer to the camera
game4_frame_031880_black_middle.png,8/8/R5pk/7p/p4N2/2b3P1/r4P1P/5K2,black pieces closer to the camera
game4_frame_031880_white_middle.png,8/8/R5pk/7p/p4N2/2b3P1/r4P1P/5K2,white pieces closer to the camera
game4_frame_031912_black_middle.png,8/8/R5pk/7p/5N2/p1b3P1/r4P1P/5K2,black pieces closer to the camera
game4_frame_031912_white_middle.png,8/8/R5pk/7p/5N2/p1b3P1/r4P1P/5K2,white pieces closer to the camera
game4_frame_032288_black_middle.png,8/7k/R7/7p/5N2/p1b3P1/r4P1P/5K2,black pieces closer to the camera
game4_frame_032288_white_middle.png,8/7k/R7/7p/5N2/p1b3P1/r4P1P/5K2,white pieces closer to the camera
game4_frame_032400_black_middle.png,8/7k/R7/7p/5N2/p1b3P1/5PKP/r7,black pieces closer to the camera
game4_frame_032400_white_middle.png,8/7k/R7/7p/5N2/p1b3P1/5PKP/r7,white pieces closer to the camera
game4_frame_032808_black_middle.png,8/7k/R7/7p/3b1N2/p5P1/5PKP/r7,black pieces closer to the camera
game4_frame_032808_white_middle.png,8/7k/R7/7p/3b1N2/p5P1/5PKP/r7,white pieces closer to the camera
game4_frame_033452_black_middle.png,8/7k/8/7p/R2b1N2/p5P1/5PKP/r7,black pieces closer to the camera
game4_frame_033452_white_middle.png,8/7k/8/7p/R2b1N2/p5P1/5PKP/r7,white pieces closer to the camera
game4_frame_034136_black_middle.png,8/7k/8/7p/R4N2/p5P1/1b3PKP/r7,black pieces closer to the camera
game4_frame_034136_white_middle.png,8/7k/8/7p/R4N2/p5P1/1b3PKP/r7,white pieces closer to the camera
game4_frame_034236_black_middle.png,8/7k/8/7N/R7/p5P1/1b3PKP/r7,black pieces closer to the camera
game4_frame_034236_white_middle.png,8/7k/8/7N/R7/p5P1/1b3PKP/r7,white pieces closer to the camera
game4_frame_034268_black_middle.png,8/7k/8/7N/R7/p5P1/1b3PKP/3r4,black pieces closer to the camera
game4_frame_034268_white_middle.png,8/7k/8/7N/R7/p5P1/1b3PKP/3r4,white pieces closer to the camera
game4_frame_034392_black_middle.png,8/7k/8/8/R4N2/p5P1/1b3PKP/3r4,black pieces closer to the camera
game4_frame_034392_white_middle.png,8/7k/8/8/R4N2/p5P1/1b3PKP/3r4,white pieces closer to the camera
game4_frame_034532_black_middle.png,8/7k/8/8/R4N2/p5P1/1b1r1PKP/8,black pieces closer to the camera
game4_frame_034532_white_middle.png,8/7k/8/8/R4N2/p5P1/1b1r1PKP/8,white pieces closer to the camera
game4_frame_035020_black_middle.png,8/7k/8/8/R4N1P/p5P1/1b1r1PK1/8,black pieces closer to the camera
game4_frame_035020_white_middle.png,8/7k/8/8/R4N1P/p5P1/1b1r1PK1/8,white pieces closer to the camera
game4_frame_035212_black_middle.png,8/7k/8/8/R4N1P/p4KP1/3r1P2/2b5,black pieces closer to the camera
game4_frame_035212_white_middle.png,8/7k/8/8/R4N1P/p4KP1/3r1P2/2b5,white pieces closer to the camera
game4_frame_035492_black_middle.png,8/7k/8/8/R6P/p2N1KP1/2r2P2/2b5,black pieces closer to the camera
game4_frame_035492_white_middle.png,8/7k/8/8/R6P/p2N1KP1/2r2P2/2b5,white pieces closer to the camera
game4_frame_035720_black_middle.png,8/7k/8/8/R3K2P/p1rN2P1/5P2/2b5,black pieces closer to the camera
game4_frame_035720_white_middle.png,8/7k/8/8/R3K2P/p1rN2P1/5P2/2b5,white pieces closer to the camera
game4_frame_035848_black_middle.png,8/7k/7b/8/R3K2P/p1rN2P1/5P2/8,black pieces closer to the camera
game4_frame_035848_white_middle.png,8/7k/7b/8/R3K2P/p1rN2P1/5P2/8,white pieces closer to the camera
game4_frame_035924_black_middle.png,8/7k/7b/8/R3KP1P/p1rN2P1/8/8,black pieces closer to the camera
game4_frame_035924_white_middle.png,8/7k/7b/8/R3KP1P/p1rN2P1/8/8,white pieces closer to the camera
game4_frame_035972_black_middle.png,5b2/7k/8/8/R3KP1P/p1rN2P1/8/8,black pieces closer to the camera
game4_frame_035972_white_middle.png,5b2/7k/8/8/R3KP1P/p1rN2P1/8/8,white pieces closer to the camera
game4_frame_036244_black_middle.png,5b2/7k/8/8/R3KPPP/p2N4/2r5/8,black pieces closer to the camera
game4_frame_036244_white_middle.png,5b2/7k/8/8/R3KPPP/p2N4/2r5/8,white pieces closer to the camera
game4_frame_036400_black_middle.png,5b2/R6k/8/8/4KPPP/p2N4/2r5/8,black pieces closer to the camera
game4_frame_036400_white_middle.png,5b2/R6k/8/8/4KPPP/p2N4/2r5/8,white pieces closer to the camera
game4_frame_036424_black_middle.png,5bk1/R7/8/8/4KPPP/p2N4/2r5/8,black pieces closer to the camera
game4_frame_036424_white_middle.png,5bk1/R7/8/8/4KPPP/p2N4/2r5/8,white pieces closer to the camera
game4_frame_036484_black_middle.png,R4bk1/8/8/8/4KPPP/p2N4/2r5/8,black pieces closer to the camera
game4_frame_036484_white_middle.png,R4bk1/8/8/8/4KPPP/p2N4/2r5/8,white pieces closer to the camera
game4_frame_036520_black_middle.png,R4bk1/8/8/8/2r1KPPP/p2N4/8/8,black pieces closer to the camera
game4_frame_036520_white_middle.png,R4bk1/8/8/8/2r1KPPP/p2N4/8/8,white pieces closer to the camera
game4_frame_036556_black_middle.png,R4bk1/8/8/3K4/2r2PPP/p2N4/8/8,black pieces closer to the camera
game4_frame_036556_white_middle.png,R4bk1/8/8/3K4/2r2PPP/p2N4/8/8,white pieces closer to the camera
game4_frame_036580_black_middle.png,R4bk1/8/8/3K4/5PPP/p1rN4/8/8,black pieces closer to the camera
game4_frame_036580_white_middle.png,R4bk1/8/8/3K4/5PPP/p1rN4/8/8,white pieces closer to the camera
game4_frame_036652_black_middle.png,R4bk1/8/8/3KN3/5PPP/p1r5/8/8,black pieces closer to the camera
game4_frame_036652_white_middle.png,R4bk1/8/8/3KN3/5PPP/p1r5/8/8,white pieces closer to the camera
game4_frame_036772_black_middle.png,R4bk1/8/6N1/3K4/5PPP/p6r/8/8,black pieces closer to the camera
game4_frame_036772_white_middle.png,R4bk1/8/6N1/3K4/5PPP/p6r/8/8,white pieces closer to the camera
game4_frame_036812_black_middle.png,R4N2/6k1/8/3K4/5PPP/p6r/8/8,black pieces closer to the camera
game4_frame_036812_white_middle.png,R4N2/6k1/8/3K4/5PPP/p6r/8/8,white pieces closer to the camera
game4_frame_037000_black_middle.png,R7/6k1/4N3/3K4/5PPr/p7/8/8,black pieces closer to the camera
game4_frame_037000_white_middle.png,R7/6k1/4N3/3K4/5PPr/p7/8/8,white pieces closer to the camera
game4_frame_037040_black_middle.png,R7/8/4Nk2/3K2P1/5P1r/p7/8/8,black pieces closer to the camera
game4_frame_037040_white_middle.png,R7/8/4Nk2/3K2P1/5P1r/p7/8/8,white pieces closer to the camera
game4_frame_037076_black_middle.png,R7/4k3/4N3/3K2P1/5P1r/p7/8/8,black pieces closer to the camera
game4_frame_037076_white_middle.png,R7/4k3/4N3/3K2P1/5P1r/p7/8/8,white pieces closer to the camera
game4_frame_037108_black_middle.png,8/4k3/4N3/3K2P1/5P1r/R7/8/8,black pieces closer to the camera
game4_frame_037108_white_middle.png,8/4k3/4N3/3K2P1/5P1r/R7/8/8,white pieces closer to the camera
game4_frame_037128_black_middle.png,8/4k3/4N3/3K2P1/5P2/R7/8/7r,black pieces closer to the camera
game4_frame_037128_white_middle.png,8/4k3/4N3/3K2P1/5P2/R7/8/7r,white pieces closer to the camera
game4_frame_037180_black_middle.png,8/4k3/4N3/3K2P1/5P2/4R3/8/7r,black pieces closer to the camera
game4_frame_037180_white_middle.png,8/4k3/4N3/3K2P1/5P2/4R3/8/7r,white pieces closer to the camera
game4_frame_037220_black_middle.png,8/4k3/4N3/4K1P1/5P2/4R3/8/3r4,black pieces closer to the camera
game4_frame_037220_white_middle.png,8/4k3/4N3/4K1P1/5P2/4R3/8/3r4,white pieces closer to the camera
game4_frame_037264_black_middle.png,8/4k3/4N3/4K1P1/5P2/4R3/8/r7,black pieces closer to the camera
game4_frame_037264_white_middle.png,8/4k3/4N3/4K1P1/5P2/4R3/8/r7,white pieces closer to the camera
game4_frame_037340_black_middle.png,8/4k3/4N3/5KP1/5P2/4R3/8/r7,black pieces closer to the camera
game4_frame_037340_white_middle.png,8/4k3/4N3/5KP1/5P2/4R3/8/r7,white pieces closer to the camera
game4_frame_037420_black_middle.png,8/4k3/4N3/r3RKP1/5P2/8/8/8,black pieces closer to the camera
game4_frame_037420_white_middle.png,8/4k3/4N3/r3RKP1/5P2/8/8/8,white pieces closer to the camera
game4_frame_037504_black_middle.png,8/4k3/4N3/4RKP1/5P2/8/8/r7,black pieces closer to the camera
game4_frame_037504_white_middle.png,8/4k3/4N3/4RKP1/5P2/8/8/r7,white pieces closer to the camera
game4_frame_037528_black_middle.png,8/4k3/8/4RKP1/3N1P2/8/8/r7,black pieces closer to the camera
game4_frame_037528_white_middle.png,8/4k3/8/4RKP1/3N1P2/8/8/r7,white pieces closer to the camera
game4_frame_037636_black_middle.png,6k1/8/6P1/4RK2/3N1P2/8/8/r7,black pieces closer to the camera
game4_frame_037636_white_middle.png,6k1/8/6P1/4RK2/3N1P2/8/8/r7,white pieces closer to the camera
game4_frame_037668_black_middle.png,6k1/8/5KP1/4R3/3N1P2/8/8/r7,black pieces closer to the camera
game4_frame_037668_white_middle.png,6k1/8/5KP1/4R3/3N1P2/8/8/r7,white pieces closer to the camera
game4_frame_037740_black_middle.png,r5k1/8/4RKP1/8/3N1P2/8/8/8,black pieces closer to the camera
game4_frame_037740_white_middle.png,r5k1/8/4RKP1/8/3N1P2/8/8/8,white pieces closer to the camera
game4_frame_037772_black_middle.png,r5k1/8/4RKP1/5N2/5P2/8/8/8,black pieces closer to the camera
game4_frame_037772_white_middle.png,r5k1/8/4RKP1/5N2/5P2/8/8/8,white pieces closer to the camera
game4_frame_037820_black_middle.png,5rk1/8/4RKP1/5N2/5P2/8/8/8,black pieces closer to the camera
game4_frame_037820_white_middle.png,5rk1/8/4RKP1/5N2/5P2/8/8/8,white pieces closer to the camera
game4_frame_037840_black_middle.png,5rk1/8/4R1P1/5NK1/5P2/8/8/8,black pieces closer to the camera
game4_frame_037840_white_middle.png,5rk1/8/4R1P1/5NK1/5P2/8/8/8,white pieces closer to the camera
game4_frame_037896_black_middle.png,r5k1/8/4R1P1/5NK1/5P2/8/8/8,black pieces closer to the camera
game4_frame_037896_white_middle.png,r5k1/8/4R1P1/5NK1/5P2/8/8/8,white pieces closer to the camera
game4_frame_037940_black_middle.png,r5k1/4R3/6P1/5NK1/5P2/8/8/8,black pieces closer to the camera
game4_frame_037940_white_middle.png,r5k1/4R3/6P1/5NK1/5P2/8/8/8,white pieces closer to the camera
game4_frame_038044_black_middle.png,1r4k1/4R3/6P1/5NK1/5P2/8/8/8,black pieces closer to the camera
game4_frame_038044_white_middle.png,1r4k1/4R3/6P1/5NK1/5P2/8/8/8,white pieces closer to the camera
game4_frame_038208_black_middle.png,1r4k1/4R3/6PN/6K1/5P2/8/8/8,black pieces closer to the camera
game4_frame_038208_white_middle.png,1r4k1/4R3/6PN/6K1/5P2/8/8/8,white pieces closer to the camera
game4_frame_038276_black_middle.png,1r2k3/7R/6PN/6K1/5P2/8/8/8,black pieces closer to the camera
game4_frame_038276_white_middle.png,1r2k3/7R/6PN/6K1/5P2/8/8/8,white pieces closer to the camera
game4_frame_038360_black_middle.png,4k3/6PR/7N/5PK1/8/8/8/1r6,black pieces closer to the camera
game4_frame_038360_white_middle.png,4k3/6PR/7N/5PK1/8/8/8/1r6,white pieces closer to the camera
game4_frame_038480_black_middle.png,4k3/6PR/5K1N/5P2/8/8/8/6r1,black pieces closer to the camera
game4_frame_038480_white_middle.png,4k3/6PR/5K1N/5P2/8/8/8/6r1,white pieces closer to the camera
game4_frame_038728_black_middle.png,3k4/6PR/5K1N/5P2/8/8/8/6r1,black pieces closer to the camera
game4_frame_038728_white_middle.png,3k4/6PR/5K1N/5P2/8/8/8/6r1,white pieces closer to the camera
game4_frame_038772_black_middle.png,3k2Q1/7R/5K1N/5P2/8/8/8/6r1,black pieces closer to the camera
game4_frame_038772_white_middle.png,3k2Q1/7R/5K1N/5P2/8/8/8/6r1,white pieces closer to the camera
game4_frame_038832_black_middle.png,4k1N1/7R/5K2/5P2/8/8/8/8,black pieces closer to the camera
game4_frame_038832_white_middle.png,4k1N1/7R/5K2/5P2/8/8/8/8,white pieces closer to the camera
game4_frame_038872_black_middle.png,5kN1/7R/4K3/5P2/8/8/8/8,black pieces closer to the camera
game4_frame_038872_white_middle.png,5kN1/7R/4K3/5P2/8/8/8/8,white pieces closer to the camera
game4_frame_038924_black_middle.png,5kN1/R7/4K3/5P2/8/8/8/8,black pieces closer to the camera
